-14074,3176,8712
-14436,1244,7566
-14366,2642,7878
-14870,1926,7876
-14030,4512,7164
-13630,3628,6556
-14650,1366,6746
-14676,1062,8102
-13368,4098,4134
-14902,3342,6366
-14808,1548,7150
-15176,4080,8136
-13886,3216,5686
-14502,4048,7308
-14532,856,7216
-14008,3146,5404
-14548,3430,6364
-15890,2600,4162
-14664,964,4796
-15366,816,5830
-15570,1014,6200
-15032,706,5426
-14214,3496,3376
-15204,1476,7068
-14766,2620,2996
-15456,1780,7072
-13816,4020,4312
-15744,2458,8750
-15044,3636,6346
-14524,3048,6512
-15512,1726,7860
-15618,4276,8238
-15960,604,6328
-14968,3208,7736
-13948,3864,5004
-13152,5050,2080
-14878,2906,6284
-15544,1718,6728
-14682,3784,5764
-14396,3346,5608
-16136,1660,6542
-15326,1492,5988
-15812,1046,4856
-15564,1526,6170
-14166,2946,4860
-14794,4182,7318
-14846,2438,5720
-14916,3144,6726
-14938,194,5558
-14714,2240,5708
-14582,2542,5028
-14698,4476,7486
-14718,2732,5976
-15086,1998,6266
-13654,3752,2972
-15268,2244,6650
-15612,908,4804
-14988,1152,6448
-14638,1436,6326
-14784,1584,6388
-14866,1766,6554
-14718,1898,6708
-14750,1900,6548
-14732,1924,6552
-14838,2018,6446
-15186,2024,5340
-14940,1866,5496
-15032,2032,5656
-14928,2000,5502
-15004,1926,5544
-14974,1800,5322
-15104,1970,5716
-15350,2252,5710
-15190,1546,4932
-15346,1152,5088
-15272,1268,4984
-15440,1064,4974
