5658,16306,1066
6334,14970,172
6834,14822,868
6454,15022,930
6514,15096,432
6544,15276,684
6906,14952,712
6842,14708,630
6870,14984,444
6940,14824,338
7100,14832,272
7508,14638,762
7064,14884,740
6922,14748,242
7408,14590,830
7158,14784,956
6980,15162,224
7310,14630,1334
6708,14946,24
7570,14144,-576
7798,14020,-98
8090,14328,254
7310,14606,-906
8074,14220,1234
6622,14444,-566
7992,14234,220
7340,14776,-146
6788,14458,-1318
7708,14708,590
5894,14766,-206
7574,14346,126
7470,14438,918
5424,15906,-1424
6050,14892,-878
7274,15006,318
6760,15398,1102
5962,15164,236
5764,15162,698
6626,14856,-100
7628,14732,-340
7076,14664,482
7512,14524,1112
7238,14926,532
7048,15072,-486
7538,14730,-792
7634,14264,1504
10484,12582,-1194
9998,13182,-422
9912,13144,-354
9868,12968,-488
9860,13350,-436
9770,13044,-334
9776,13238,-472
