-13496,-6170,7640
-11484,-3314,12024
-11768,-2890,11024
-11442,-3030,11374
-10872,-2980,12218
-11154,-3142,12218
-10462,-2810,12798
-9752,-2896,12870
-10530,-2756,12622
-9850,-2622,13726
-8382,-2406,14074
-8988,-1872,14212
-9614,-2896,13492
-9744,-2146,13260
-10652,-2334,12578
-11022,-2160,12338
-10348,-1556,12804
-8492,-2350,14408
-11322,-178,12796
-13210,-824,10354
-12858,-202,10274
-11786,-1966,11048
-11582,-1334,11822
-11300,-1390,11448
-11998,-892,11126
-10970,-1754,12262
-11374,-2184,12050
-11550,-2288,11292
-11844,-2184,12078
-12814,-1024,11094
-12068,-732,12008
-12690,-1134,10506
-11254,-1410,11944
-11388,-2094,11732
-12094,-2044,10712
-11206,-1654,11966
-11816,-2380,11632
-12298,-2528,11194
-12218,-2214,10454
-11796,-2510,11682
-11212,-1820,12534
-10990,-868,12208
-11756,-1458,11460
-11648,-1060,12036
-11880,-874,11756
-14764,-6094,2938
-13228,-8492,2126
-15540,-6016,986
-7490,-8014,-11398
-13436,-6940,2846
-13944,-5754,6946
-11166,-9032,-7676
-9316,-9840,-8124
-13258,-7930,4414
-12844,-3854,9230
-14272,-5078,5966
-13688,-4676,5196
-14272,-4422,6506
-14376,-4232,6730
-14454,-4480,6242
-14258,-5340,5512
-13684,-5504,5450
-14252,-4964,5252
-14642,-4724,5486
-13964,-4862,6998
-12886,-4200,9596
-13096,-3684,9624
-12688,-3288,10182
-12604,-3288,10164
-12550,-3376,10170
-12620,-3364,10188
-12588,-3448,10154
-12638,-3436,10166
-12594,-3402,10126
-12656,-3390,10102
-12572,-3334,10242
-12564,-3428,10176
-12580,-3340,10238
-12556,-3804,9990
-12588,-3376,10314
-13360,-3366,9228
-15500,-5036,6088
-13570,-4764,7964
-14706,-4022,5704
-12846,-8252,5192
-11544,-7980,7470
-13780,-6960,5448
-13748,-6596,5966
-13534,-6248,6736
-13478,-6586,5760
-13112,-8158,3864
-13906,-7588,3464
-14548,-6950,2468
-14624,-6452,2208
-15076,-6114,-1396
-15114,-5740,1328
-15836,-5786,366
-12712,-9658,554
-14368,-7606,-864
-14226,-5976,-2144
-13002,-6434,-4922
-15638,-4588,4418
-15450,-5144,3392
-13754,-3932,8086
-13848,-4062,9004
-12964,-5722,8432
-13094,-5664,8334
-13068,-5578,8096
-12892,-4122,9228
-12616,-4620,8908
-12902,-4870,9376
-13898,-6266,5360
-13852,-4114,7708
-12654,-3754,10272
-12982,-4492,9194
-12380,-3500,10092
-12358,-5224,9206
-14272,-6442,3894
-13780,-5592,6626
-13530,-6678,7354
-12520,-7226,6030
-12360,-7636,7616
