-14524,-1286,7368
-14578,-1294,7096
-14238,-1598,7902
-14224,-1646,7914
-14328,-1690,7214
-14188,-1586,7792
-15724,-132,8624
-14500,-1526,7532
-17010,562,8628
-14424,-1428,6906
-14450,-1632,7330
-13910,-2098,6250
-14616,-1672,6602
-14716,-2052,6778
-15390,-1066,7330
-15170,-1710,7634
-14782,-2684,6364
-14632,-2912,6508
-12620,-3482,8492
-14750,-2584,6558
-14956,-2258,6600
-15044,-2172,6676
-14946,-2462,6190
-14918,-2902,6998
-14056,-2996,6622
-14304,-2860,6864
-14354,-3028,7388
-13458,-3320,7068
-13216,-4178,6620
-12980,-4404,6492
-14332,-3736,6218
-12676,-4348,5016
-13756,-2978,6668
-14506,-4038,4388
-13472,-4142,5870
-17024,-1640,8878
-14020,-3374,6560
-13720,-4014,4918
-15790,-2614,7162
-13000,-4102,5718
-14306,-3878,5942
-13028,-4544,5438
-12908,-4560,5522
-13268,-4540,5808
-14076,-4084,6534
-14040,-4130,6134
-14570,-3524,5954
-13714,-4416,5676
-13044,-4090,5386
-13366,-4282,7078
-13560,-4182,4738
-13264,-4278,5288
-13306,-4898,5148
-13154,-4926,5802
-14066,-4282,4636
-15770,-3404,6798
-17902,-1758,8506
-16704,-2888,6182
-16688,-3066,6322
-16106,-3278,5666
-16600,-2692,6612
-15528,-3910,5522
-15832,-862,-1190
-12904,-6988,-2248
-10714,-4450,-8660
-18510,-3708,-1266
