9382,13670,932
11050,9296,2516
11154,13020,226
10266,10984,-388
11856,14250,-2704
11396,12834,2416
10824,12574,-1660
10800,13000,-1726
13746,8120,1764
10918,12578,-1314
11672,12404,-2424
12932,10126,2320
-13924,-1288,7984
-13830,-2352,9470
-16344,-832,5990
-13406,-2232,10290
-15520,-102,4930
-15662,-202,6380
-14260,850,7694
-14452,366,6886
-14722,-464,6100
-14580,482,7426
-14152,-54,9248
-14380,2272,7046
-13942,2076,7052
-14536,1556,7682
-14636,1510,7482
-14370,1710,7238
-14120,1204,8188
-14488,350,8666
-18754,-2728,6448
-15028,5596,2446
-13850,7700,-1458
-14208,7412,238
-13640,8108,84
-13650,8298,-1008
-13484,8524,578
-13028,8884,-1958
-13664,8054,-2422
-4236,6392,13650
-12392,-6070,2720
-13188,-2364,8320
-14456,-4394,6600
-14346,-1806,8384
-14216,-106,8680
