-13882,-5268,6778
-13818,-5376,6864
-13430,-864,10302
-12912,-1410,9842
-12288,-2170,10700
-11840,-3028,11082
-12932,-3150,10344
-12156,-3910,10408
-13562,-2214,9338
-12520,-3970,9590
-11792,-3654,10694
-12462,-4208,9950
-12188,-3064,11028
-10456,-2456,12500
-11546,-2812,11736
-11500,-2288,12140
-10654,-2562,12170
-11196,-3734,11614
-10316,-3128,12784
-11256,-3574,11468
-11030,-3632,11778
-11540,-2394,11806
-11014,-1154,13216
-11080,-2808,11524
-11358,-2268,11540
-8514,-1234,14210
-10340,-2088,12518
-9596,-1784,13606
-11306,-4038,9934
-14540,-6352,3326
-10836,-320,12580
-11062,-1682,12358
-10988,-2166,12098
-11468,-2952,11648
-11882,-3100,11142
-11656,-3600,11412
-10826,-2858,12424
-10118,-3080,13156
-9518,-2720,13490
-9788,-3034,12996
-10508,-2626,12532
-11686,-3718,11052
-12172,-3844,11010
-11412,-3712,11680
-10718,-3906,12246
-10890,-3372,12402
-11292,-3584,11686
-12044,-3616,11214
-10788,-2304,12712
-11758,-3654,10980
-12148,-3156,10852
-11538,-3260,11296
-11508,-3582,11662
-11640,-3748,11312
-11972,-4100,11052
-11456,-3868,11616
-11066,-3844,11826
-11030,-4060,11730
-9976,-3646,13254
-10082,-3866,12844
-10672,-4522,11928
-12230,-4176,10400
-12318,-4312,10178
-12300,-4030,10452
-12262,-4104,10426
-12292,-4156,10368
-12222,-4068,10492
-12132,-3824,10658
-12094,-3860,10652
-12026,-3668,10850
-12030,-3726,10814
-12082,-3608,10826
-12034,-3598,10860
-12044,-3346,10974
-12030,-3578,10894
-12040,-3476,10888
-12020,-3502,10936
