1.350293,2.698169
1.370435,2.698975
1.372852,2.703003
1.354321,2.694946
1.377686,1.226221
1.362378,0.797607
1.361572,1.251196
1.365601,1.285034
1.341431,1.434888
1.364795,0.890259
1.362378,1.135181
1.369629,1.309204
1.386548,0.992578
1.342236,1.090063
1.368018,1.421191
1.345459,1.090063
1.351099,1.247974
1.351099,1.183521
1.33418,1.273755
1.355933,1.691089
1.343042,1.17627
1.351904,1.201245
1.353516,0.922485
1.357544,0.800024
1.382519,1.017554
1.356738,0.792773
1.372046,0.750073
1.362378,1.896533
1.375269,1.133569
1.359155,1.702368
1.335791,1.887671
1.389771,1.594409
1.343042,1.651611
1.373657,0.832251
1.365601,1.093286
1.361572,1.451001
1.35835,1.706396
1.335791,1.415552
1.398633,1.49209
1.347876,0.024976
1.373657,0.684009
1.365601,0.787939
1.368018,1.451807
1.372046,1.878003
1.347876,1.501758
1.388159,1.800659
1.345459,1.531567
1.368823,1.20769
1.363184,2.039941
1.367212,1.113428
1.365601,0.898315
1.347876,1.41958
1.374463,0.978882
1.35835,1.264087
1.368823,1.572656
1.366406,1.361572
1.366406,1.595215
1.380103,1.380908
1.338208,0.961157
1.376074,1.314844
1.366406,1.618579
1.367212,1.388159
1.37688,1.539624
1.329346,1.340625
1.40105,1.808716
1.343848,1.490479
1.362378,1.608911
1.355127,1.58877
1.314038,1.383325
1.394604,1.823218
1.337402,1.492895
1.354321,1.60166
1.354321,1.556543
1.318872,1.355127
1.388159,1.802271
1.341431,1.500952
1.353516,1.555737
