1.268115,1.764404
1.26731,1.792603
1.256836,1.360767
1.288257,2.103589
1.264087,1.901367
1.291479,1.633081
1.28584,0.79519
1.292285,0.998218
1.293091,0.616333
1.281811,0.621167
1.312427,1.384937
1.28584,0.965991
1.303564,1.319678
1.301953,1.3229
1.308398,1.338208
1.322095,1.340625
1.295508,0.895898
1.32854,1.878003
1.299536,1.496924
1.321289,0.729932
1.318066,1.270532
1.320483,1.559766
1.33418,2.031885
1.306787,1.647583
1.32854,1.908618
1.312427,1.760376
1.319678,2.692529
1.315649,1.006274
1.312427,2.012549
1.331763,2.66272
1.312427,1.824829
1.330151,2.694946
1.324512,2.687695
1.327734,0.72832
1.335791,2.114868
1.315649,2.663525
1.337402,0.559131
1.318872,2.693335
1.32854,1.428442
1.346265,1.221387
1.322095,1.715259
1.345459,1.547681
1.322095,1.738623
1.341431,0.999023
1.364795,1.240723
1.315649,1.604077
1.359155,2.690112
1.329346,2.696558
1.310815,2.696558
1.377686,2.697363
1.296314,2.697363
1.336597,2.68125
1.322095,1.649194
1.300342,1.428442
1.377686,1.869141
1.329346,1.318066
1.349487,1.62019
1.351904,1.253613
1.322095,1.253613
1.361572,1.797436
1.333374,0.512402
1.34707,2.666748
1.380103,2.640967
1.3229,1.485645
1.354321,2.658691
1.346265,0.66145
1.331763,2.644995
1.412329,2.131787
1.323706,0.538989
1.366406,2.628076
1.362378,0.311792
1.299536,1.285034
1.407495,1.969849
1.344653,0.030615
1.355127,1.173047
1.405078,0
1.302759,0
1.411523,0
1.326123,0
1.362378,0
1.348682,0.015308
1.346265,2.206714
1.426025,1.908618
1.30437,1.565405
1.375269,1.48645
1.377686,2.09956
1.355127,2.050415
1.393799,0.868506
1.349487,1.308398
1.355933,1.888477
1.351099,1.724927
1.315649,1.547681
1.411523,2.03833
1.322095,1.65564
1.355127,1.901367
1.35835,1.202051
1.332568,1.148071
1.380908,1.405884
1.314038,1.244751
1.362378,2.659497
1.339014,2.060083
1.344653,2.698975
1.388159,2.700586
1.333374,2.697363
1.359961,2.665942
1.347876,1.246362
1.347876,1.37124
1.368018,1.185132
1.344653,0.68562
1.361572,1.493701
1.363184,0.965991
1.354321,1.802271
1.392993,2.691724
1.341431,1.57749
1.357544,1.657251
1.353516,1.152905
1.355933,1.6073
1.399439,2.697363
1.332568,1.920703
1.388159,1.960986
1.359961,2.698169
1.368823,2.698169
