1.369629,0.008862
1.359961,0.868506
1.369629,0.76377
1.346265,0.017725
1.355933,1.251196
1.35835,0.534155
1.347876,0.367383
1.360767,1.659668
1.355127,0.66145
1.351099,1.332568
1.361572,1.821606
1.348682,0.714624
1.354321,1.845776
1.361572,1.321289
1.340625,0.756519
1.366406,2.007715
1.366406,0.848364
1.360767,1.480811
1.375269,1.998852
1.351099,0.758936
1.353516,1.96582
1.357544,1.431665
1.344653,0.753296
1.363184,2.023828
1.353516,0.838696
1.347876,1.297925
1.368823,2.063306
1.35835,0.770215
1.355933,1.900562
1.364795,1.550903
1.342236,0.729932
1.354321,2.100366
1.342236,1.014331
1.335791,1.369629
1.355127,2.248608
1.343042,0.936987
1.345459,1.99563
1.356738,1.535596
1.322095,1.228638
1.264087,1.418774
1.337402,1.235083
1.366406,1.346265
1.380908,1.911841
1.355933,1.30437
1.354321,2.222022
1.374463,1.931177
