1.339819,2.694946
1.340625,1.387354
1.338208,1.17063
1.344653,0.918457
1.333374,0.991772
1.34707,1.102954
1.335791,0.868506
1.339014,1.128735
1.339014,1.072339
1.33418,1.35271
1.344653,0.919263
1.336597,1.048169
1.343042,1.135986
1.335791,0.882202
1.339014,1.163379
1.339014,0.989355
1.339819,1.087646
1.343848,0.917651
1.336597,1.499341
1.339819,0.967603
1.334985,0.914429
1.350293,1.728955
1.339014,0.883814
1.339014,1.43811
1.340625,1.604077
1.339819,1.077173
1.339819,1.337402
1.330151,1.484033
1.349487,1.58877
1.338208,0.77666
1.326123,1.08523
1.339819,0.981299
1.341431,1.130347
1.339014,1.468726
1.336597,0.792773
1.350293,1.798242
1.335791,1.221387
1.343042,1.01272
1.337402,1.270532
1.333374,1.790991
1.340625,1.215747
1.343848,1.866724
1.34707,1.414746
1.329346,1.396216
1.345459,1.361572
1.297119,1.773267
1.363989,2.696558
1.317261,2.698169
1.351099,2.696558
1.362378,2.697363
1.330151,2.698975
1.355933,2.702197
1.333374,2.698169
