1.364795,2.316284
1.318066,0.878174
1.355933,1.948901
1.326929,0.43103
1.35271,0.02417
1.362378,1.317261
1.316455,0.371411
1.355933,1.579907
1.330151,0.626807
1.324512,0.556714
1.362378,2.029468
1.318872,0.468091
1.355127,1.397827
1.336597,1.215747
1.322095,0.432642
1.363184,2.115674
1.321289,1.230249
1.35271,1.929565
1.348682,1.625024
1.316455,0.036255
1.360767,1.876392
1.323706,1.09248
1.339819,1.522705
1.35835,2.338843
1.316455,0.55188
1.357544,2.386377
1.327734,1.192383
1.326123,1.029639
1.363989,2.489502
1.319678,0.64856
1.355933,2.162402
1.336597,1.41958
1.329346,1.028027
1.363184,2.633716
1.318872,0.848364
1.353516,2.279224
1.338208,1.409912
1.349487,0.924902
1.360767,2.270361
1.319678,0.61875
1.354321,2.033496
1.334985,1.343848
1.325317,0.848364
1.361572,2.531396
1.318872,0.647754
1.360767,2.211548
1.325317,0.885425
1.331763,1.166602
1.357544,2.33562
1.314844,0.518042
1.35835,2.271167
1.323706,0.771021
1.349487,1.744263
1.351099,1.946484
1.318872,0.460034
1.359961,2.339648
1.321289,0.754907
1.356738,2.103589
1.342236,1.508203
1.322095,0.634058
1.359961,2.459692
1.315649,0.740405
1.360767,2.654663
1.330957,1.064282
1.321289,0.737183
1.373657,1.327734
