1.331763,1.357544
1.345459,1.074756
1.342236,1.80791
1.336597,1.172241
1.338208,0.93457
1.33418,1.069116
1.341431,1.392993
1.301147,0.796802
1.339014,0.865283
1.341431,0.944238
1.336597,1.104565
1.339819,1.018359
1.332568,0.791162
1.341431,1.174658
1.337402,1.544458
1.341431,1.251196
1.339819,1.202856
1.336597,1.25603
1.343848,0.957935
1.329346,0.946655
1.343848,1.048169
1.33418,0.872534
1.341431,1.190771
1.338208,1.403467
1.339819,1.115039
1.342236,1.048975
1.37124,0.907178
1.345459,1.160962
1.340625,1.211719
1.340625,1.140015
1.338208,0.967603
1.339819,1.317261
1.344653,1.25603
1.330957,1.153711
1.381714,1.705591
1.310815,1.322095
1.363989,2.694141
1.321289,2.698975
1.381714,1.703979
1.332568,0.431836
1.340625,0
1.363989,0
1.314038,0
1.447778,0.716235
1.37124,0.941821
1.377686,1.25603
1.337402,1.209302
1.332568,1.26167
1.366406,1.359961
1.310815,1.198022
1.357544,1.37124
