5984,15224,560
5662,15368,-402
5742,14948,1028
5638,15324,824
5578,15374,2038
6418,14862,1628
6372,14758,202
4932,15492,860
5080,15250,1410
4846,15794,1388
4232,16684,1808
4444,15786,1618
4966,15428,1566
4402,15730,1590
5038,15344,1420
5332,16250,1796
4680,15654,1648
4718,16010,1530
5062,15184,798
4910,15760,1624
4882,15222,1304
5088,15300,374
5184,15990,1590
5360,15810,1192
5090,14840,680
5326,15378,1314
5736,15184,640
6078,15414,858
5284,15196,-88
5042,15554,834
5380,15240,1828
5370,14848,154
5506,15206,586
4912,14638,-808
5258,16218,1788
5910,15368,556
4878,15082,1150
5040,16236,1818
4956,15150,816
4980,15462,1172
5102,15584,760
5636,15254,1082
4890,15144,1450
4750,15598,284
4698,16088,2206
9188,14484,114
8776,13890,340
8566,14256,16
6362,15150,2370
5896,15248,2064
6032,15166,2074
6014,15218,2014
5992,15212,2016
