12382,7858,-7082
11398,7636,-6078
12672,11486,-7334
11590,10816,-6820
9870,7446,-8022
11324,13988,-9956
10056,8584,-6398
10548,10304,-7418
9924,10276,-7764
10698,15910,-8380
10868,12960,-5966
10498,8342,-4546
10962,13442,-6686
10358,6992,-4790
11312,15452,-7862
9796,5846,-6156
10484,7652,-4968
10426,11610,-6052
10150,6516,-5040
10808,14830,-6554
10880,15990,-6404
10460,16590,-7258
9482,9708,-4974
10332,12878,-6026
10154,11932,-6770
10528,13204,-6058
9764,9370,-5364
10266,10694,-4794
11170,15106,-6796
9614,7902,-5650
11444,15022,-6700
9842,7708,-5888
11618,14170,-6394
11030,9286,-5602
10344,7968,-5240
10978,12276,-6450
10478,9144,-6394
10664,10656,-6424
10218,10486,-7300
6958,13490,-5268
7246,13124,-5762
7732,13190,-5638
7936,13102,-5392
7990,13038,-5336
8030,13016,-5262
8090,12996,-5324
